618
0.270819	0.376346	0.290756
0.269491	0.382108	0.286866
0.259704	0.409417	0.278875
0.257592	0.415105	0.278052
0.273078	0.373117	0.295213
0.262486	0.410096	0.281693
0.261407	0.412902	0.281352
0.272898	0.366024	0.300487
0.275000	0.371733	0.298272
0.275904	0.379259	0.294068
0.266345	0.407931	0.284784
0.275775	0.368556	0.301823
0.276631	0.370429	0.301191
0.277637	0.383630	0.293657
0.276509	0.387902	0.291601
0.275777	0.390275	0.290745
0.274068	0.395180	0.289352
0.271173	0.403010	0.287949
0.269129	0.408494	0.287425
0.277157	0.367188	0.304582
0.279007	0.370938	0.303343
0.280072	0.372811	0.302786
0.282686	0.373178	0.304976
0.282584	0.386366	0.297055
0.281228	0.390934	0.295356
0.280404	0.393320	0.294637
0.287058	0.377002	0.305480
0.284702	0.388822	0.298373
0.278514	0.407231	0.295327
0.286640	0.372042	0.309543
0.289092	0.375482	0.308399
0.290028	0.378843	0.306442
0.287973	0.386785	0.301425
0.287325	0.388987	0.300583
0.284888	0.396468	0.298798
0.285298	0.367124	0.313253
0.291937	0.382652	0.305758
0.290614	0.386931	0.303564
0.287512	0.396698	0.301117
0.286481	0.365807	0.315677
0.292171	0.372692	0.313321
0.295554	0.380605	0.309285
0.293969	0.384606	0.306671
0.292543	0.389128	0.305001
0.287567	0.405313	0.302622
0.288934	0.366219	0.317414
0.290413	0.367969	0.316690
0.298014	0.376041	0.314375
0.298916	0.378965	0.312643
0.297647	0.382507	0.310114
0.296746	0.384476	0.308896
0.294308	0.391640	0.306616
0.291740	0.399789	0.305253
0.291018	0.402691	0.305111
0.290000	0.364758	0.319825
0.291521	0.366545	0.319067
0.301023	0.376178	0.316201
0.300420	0.382131	0.312390
0.296838	0.391510	0.308904
0.295994	0.394149	0.308359
0.294401	0.399893	0.307661
0.293715	0.402868	0.307478
0.292299	0.408894	0.307235
0.292530	0.365047	0.321513
0.294095	0.366862	0.320717
0.301497	0.373918	0.318878
0.304019	0.376321	0.318025
0.300168	0.388628	0.311736
0.295744	0.406088	0.309638
0.294364	0.412240	0.309472
0.292775	0.418459	0.309473
0.293573	0.363496	0.324083
0.305037	0.374308	0.320530
0.304741	0.382993	0.315779
0.298407	0.406284	0.311880
0.297814	0.409404	0.311789
0.297205	0.412517	0.311723
0.295012	0.422051	0.311905
0.296120	0.363736	0.325749
0.299216	0.367713	0.323815
0.311175	0.376435	0.321293
0.309439	0.380234	0.319395
0.304973	0.387913	0.316395
0.301076	0.406480	0.314117
0.300058	0.412800	0.313955
0.300359	0.366231	0.326471
0.313747	0.377540	0.321213
0.305283	0.397194	0.317370
0.303428	0.409872	0.316257
0.301835	0.419579	0.316125
0.301190	0.422820	0.316293
0.299844	0.429416	0.316863
0.302970	0.366872	0.328294
0.307416	0.371639	0.326476
0.310060	0.372879	0.325867
0.316005	0.376005	0.322299
0.316194	0.377450	0.321635
0.313565	0.379890	0.321922
0.309009	0.387166	0.320836
0.308530	0.390627	0.320527
0.308083	0.394105	0.320173
0.307314	0.400466	0.319391
0.306665	0.406902	0.318742
0.306282	0.410097	0.318489
0.303131	0.429875	0.319015
0.308274	0.370045	0.328849
0.314724	0.374097	0.325969
0.318207	0.375968	0.323036
0.318279	0.377675	0.322414
0.317329	0.378617	0.322497
0.313063	0.384209	0.323109
0.310860	0.390927	0.322987
0.310406	0.394206	0.322689
0.309828	0.400617	0.321781
0.309357	0.407099	0.320959
0.309102	0.410321	0.320671
0.307097	0.426918	0.320709
0.313759	0.388109	0.325656
0.312719	0.394330	0.325191
0.311790	0.413793	0.322551
0.311525	0.417154	0.322419
0.309943	0.430738	0.323137
0.317288	0.373353	0.328942
0.318738	0.374089	0.327685
0.320509	0.376977	0.326621
0.320419	0.380495	0.324872
0.319829	0.382119	0.325613
0.317659	0.386272	0.327194
0.315767	0.391524	0.327665
0.314996	0.397620	0.327074
0.314879	0.407529	0.325452
0.314844	0.410818	0.325001
0.312881	0.434561	0.325457
0.312376	0.438029	0.326024
0.321875	0.376259	0.329021
0.322047	0.377701	0.328737
0.319285	0.389268	0.329820
0.317515	0.397686	0.329458
0.317619	0.404359	0.328384
0.317717	0.407751	0.327721
0.316424	0.434987	0.327324
0.315590	0.441985	0.328558
0.323706	0.376382	0.331588
0.324104	0.381933	0.329862
0.324242	0.385185	0.329657
0.323172	0.387907	0.331020
0.322352	0.389097	0.331261
0.321443	0.391662	0.331654
0.320574	0.394243	0.331975
0.320344	0.407928	0.329759
0.320877	0.414772	0.328594
0.320114	0.435472	0.329122
0.325925	0.378634	0.333665
0.326373	0.385554	0.330987
0.325887	0.388169	0.332471
0.323672	0.394098	0.334088
0.323394	0.397652	0.333985
0.323064	0.404657	0.332805
0.324088	0.418535	0.330098
0.324147	0.425433	0.329792
0.324087	0.428880	0.329938
0.323826	0.435947	0.330902
0.323272	0.443058	0.332221
0.328725	0.381120	0.335952
0.328816	0.383428	0.335042
0.329276	0.386931	0.333733
0.328490	0.389897	0.334573
0.327274	0.393441	0.335604
0.327241	0.443547	0.333884
0.331988	0.389302	0.335310
0.331828	0.390039	0.335838
0.331558	0.390852	0.336462
0.331232	0.391833	0.336764
0.330184	0.409399	0.336540
0.330681	0.422638	0.332988
0.331527	0.433327	0.333740
0.331238	0.444048	0.335497
0.333561	0.398717	0.339659
0.333522	0.406376	0.339270
0.334145	0.413341	0.337325
0.334694	0.419935	0.335448
0.337641	0.384074	0.343042
0.337985	0.386294	0.342341
0.338153	0.388156	0.341568
0.337098	0.407156	0.341132
0.337344	0.410619	0.340287
0.338361	0.417180	0.338049
0.341628	0.388757	0.343843
0.341753	0.392403	0.341944
0.340778	0.404713	0.343550
0.341462	0.411407	0.341923
0.342350	0.417739	0.339579
0.343147	0.424293	0.337959
0.343426	0.427719	0.337821
0.343868	0.438260	0.338790
0.343831	0.441918	0.339353
0.343831	0.445582	0.339893
0.345061	0.387182	0.346711
0.344984	0.395270	0.342362
0.345132	0.408956	0.344335
0.348153	0.438794	0.340182
0.349395	0.392082	0.346776
0.349316	0.394275	0.345507
0.348958	0.398085	0.344949
0.350431	0.415797	0.343519
0.351534	0.425269	0.340496
0.351880	0.428683	0.340388
0.352170	0.432135	0.340476
0.352594	0.443023	0.341908
0.353149	0.390282	0.349418
0.353648	0.397366	0.345724
0.353211	0.399091	0.346681
0.354051	0.410315	0.346994
0.354489	0.413366	0.345987
0.356133	0.429168	0.341511
0.357050	0.443584	0.343045
0.357914	0.404388	0.348894
0.361488	0.440469	0.343662
0.361767	0.447754	0.344401
0.362394	0.395919	0.349709
0.363026	0.408014	0.349759
0.363436	0.411058	0.348649
0.363833	0.414132	0.347539
0.364105	0.417150	0.346235
0.364360	0.420165	0.344956
0.365081	0.430181	0.343523
0.365706	0.437388	0.344202
0.366382	0.448222	0.345289
0.367132	0.399939	0.349880
0.366987	0.401443	0.350652
0.368130	0.411181	0.349051
0.370027	0.434261	0.344683
0.371730	0.401303	0.351155
0.373654	0.420778	0.345848
0.376638	0.399403	0.350596
0.378353	0.421276	0.346140
0.379544	0.435296	0.346336
0.381356	0.400874	0.351172
0.381694	0.404307	0.350903
0.382788	0.418050	0.347314
0.383046	0.421777	0.346434
0.384861	0.446718	0.348096
0.386098	0.398207	0.350478
0.387151	0.414256	0.348208
0.388363	0.425333	0.346899
0.389507	0.447063	0.349095
0.391489	0.410616	0.349031
0.391774	0.414129	0.348102
0.393901	0.436590	0.348252
0.394129	0.443860	0.349337
0.394729	0.396578	0.349783
0.395285	0.402753	0.349820
0.396960	0.417966	0.347728
0.399024	0.397897	0.349688
0.400889	0.414119	0.347976
0.401581	0.418029	0.347892
0.402599	0.425817	0.348270
0.402932	0.429658	0.348642
0.403436	0.401506	0.349187
0.405395	0.414194	0.348098
0.407817	0.433599	0.350428
0.407945	0.437316	0.351438
0.407904	0.440853	0.352702
0.410847	0.418314	0.348530
0.412484	0.430075	0.350393
0.412497	0.433737	0.351686
0.413421	0.410167	0.348717
0.415423	0.418524	0.349267
0.419019	0.414707	0.349224
0.420961	0.422840	0.350896
0.421230	0.433634	0.355818
0.415905	0.395241	0.347309
0.416873	0.397350	0.348173
0.421066	0.406453	0.349201
0.422373	0.410674	0.349757
0.428327	0.415136	0.351435
0.426688	0.400256	0.349448
0.561580	0.408547	0.344558
0.569113	0.400612	0.341021
0.574848	0.396312	0.339761
0.574037	0.398437	0.340509
0.570252	0.407549	0.341572
0.566820	0.423711	0.345676
0.576796	0.401662	0.340337
0.572451	0.415872	0.341190
0.570851	0.431351	0.346483
0.580189	0.401792	0.340466
0.575251	0.423933	0.341722
0.575243	0.435109	0.345731
0.584376	0.396864	0.340827
0.581259	0.415635	0.339768
0.580457	0.419745	0.340061
0.579669	0.423860	0.340416
0.579320	0.435337	0.343332
0.587548	0.402494	0.340814
0.584291	0.423818	0.339605
0.583787	0.431568	0.340715
0.583800	0.435375	0.341688
0.592124	0.396602	0.341320
0.590636	0.411642	0.339676
0.589543	0.419737	0.338869
0.588301	0.435368	0.340162
0.588289	0.442865	0.341952
0.596164	0.395907	0.341892
0.596063	0.399626	0.341546
0.592817	0.439074	0.339589
0.600189	0.400641	0.341410
0.600056	0.404597	0.340989
0.597819	0.431324	0.337806
0.605004	0.401555	0.341311
0.604003	0.416305	0.338453
0.603562	0.420088	0.337572
0.602799	0.427547	0.336809
0.602485	0.431201	0.336936
0.601970	0.445989	0.338249
0.609593	0.400547	0.340907
0.608995	0.413099	0.339446
0.608680	0.416590	0.338291
0.608083	0.424098	0.336078
0.607144	0.431076	0.336016
0.607006	0.434708	0.336266
0.614415	0.401108	0.340267
0.613446	0.416754	0.337933
0.612813	0.423662	0.335522
0.611498	0.441550	0.335730
0.611198	0.448854	0.336349
0.618560	0.413594	0.338766
0.617872	0.420056	0.336268
0.617413	0.426895	0.334275
0.617331	0.430655	0.333832
0.616922	0.434037	0.334089
0.623774	0.400440	0.338465
0.628019	0.413594	0.337301
0.626252	0.429406	0.331736
0.633091	0.397537	0.336895
0.633397	0.406845	0.336971
0.632151	0.416422	0.335035
0.631686	0.419426	0.333678
0.631248	0.422441	0.332354
0.630747	0.428948	0.330554
0.630143	0.436016	0.330613
0.637271	0.399560	0.333835
0.637700	0.401365	0.334382
